FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE
82,Licensed Group,Hobbit Hill Children's Centre,749 - 11Th Avenue,,Castlegar,V1N 1J7,49.319136,-117.663955,778-460-5102,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/02,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
83,Licensed Group,First Steps Day Care,570 Mark St,,Kimberley,V1A 2B8,49.682733,-115.980469,250-489-3114,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/03/13,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
84,Licensed Group,Edmonton Ave Childcare Center,470 Edmonton Ave,,Penticton,V2A 2H2,49.48992,-119.581726,250-485-8969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
85,Licensed Group,Puddleduck Early Learning Society,295 Back Rd,,Courtenay,V9N 3W8,49.701188,-124.983844,250-338-5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
86,Licensed Group,Nsnh - Lynn Valley Kid's Club,3361 Mountain Hwy,,North Vancouver,V7K 2H4,49.339649,-123.038796,604-987-8138,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/08,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
87,Licensed Group,Sir James Douglas Out Of School Club,401 Moss St,,Victoria,V8V 4N2,48.415536,-123.347935,250-389-0500,,,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Included in fee,Not offered,Y,N,N,N,N,N,N,N,Y,Y,Y,2024/03/04,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
88,Licensed Group,Park Place Out-Of-School Care,521 Fader St,,New Westminster,V3L 3T4,49.232909,-122.890477,604-540-1688,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/03/11,http://www.healthspace.ca/fha/childcare,N,N,N
89,Licensed Group,Playwest Kids Out-Of-School Care,1714 8 Ave,,New Westminster,V3M 2S7,49.20546,-122.942285,604-517-6078,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/11,http://www.healthspace.ca/fha/childcare,N,N,N
90,Licensed Group,Misty Meadows Out-Of-School Care,91 Courtney Cres,,New Westminster,V3L 4M1,49.226212,-122.911597,604-540-1688,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/11,http://www.healthspace.ca/fha/childcare,N,N,N
91,Licensed Group,Hilltop Hideway Out-Of-School Care,331 Richmond St,,New Westminster,V3L 4B7,49.226575,-122.899939,604-540-1688,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/11,http://www.healthspace.ca/fha/childcare,N,N,N
92,Licensed Group,Griffin's Alley-Out-Of-School Care,701 Park Cres,,New Westminster,V3L 5V4,49.220733,-122.911269,604-540-1688,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/11,http://www.healthspace.ca/fha/childcare,N,N,N
93,Licensed Group,Klub Kelvin Out-Of-School Care,1010 Hamilton St,,New Westminster,V3M 2M9,49.210863,-122.929894,604-517-6088,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/11,http://www.healthspace.ca/fha/childcare,N,N,N
94,Licensed Group,Little Dinosaurs Childcare Centre,396 Nimpkish Dr,,Gold River,V0P 1G0,49.777629,-126.052374,250-283-2061,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,Y,Y,2024/03/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
95,Licensed Group,Tree Frog Daycare,215 Southridge Road,,Salt Spring Island,V8K 1Y9,48.777577,-123.446345,250-653-4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
96,Licensed Group,Malakwa Playschool,4055 Mal-Cem Rd,,Malakwa,V0E 2J0,50.931286,-118.778902,250-804-6890,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/06,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
97,Licensed Group,Echelon Day Care,101 575 8 Ave W,,Vancouver,V5Z 1C6,49.264202,-123.116974,604-874-4010,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/06,https://inspections.vcha.ca/ChildCare/Table,N,N,N
98,Licensed Group,James Bay Community School Day Care,140 Oswego Street,,Victoria,V8V 2B1,48.416926,-123.379697,250-389-1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
99,Licensed Group,Killarney Community Centre Preschool,6260 Killarney St,,Vancouver,V5S 2X7,49.22741,-123.044391,604-718-8214,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,Y,2024/03/04,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
100,Licensed Group,Champlain ymca Kids Club,6955 Frontenac St,,Vancouver,V5S 3T4,49.220357,-123.027791,604-438-5571,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/14,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
101,Licensed Group,Grenfell School Aged Child Care Centre,3323 Wellington Ave,,Vancouver,V5R 4Y3,49.243123,-123.03449,604-435-0323,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://inspections.vcha.ca/ChildCare/Table,N,N,N
102,Licensed Group,Arcadian Early Learning,5650 Club Road,,Duncan,V9L 3X5,48.777005,-123.712066,250-748-3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
103,Licensed Group,Jack & Jill Parent Participation Preschool,690 Harmony Lane,,Gibsons,V0N 1V0,49.394308,-123.507871,604-886-9417,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,https://inspections.vcha.ca/ChildCare/Table,N,N,N
104,Licensed Group,Acorn-Eight Oaks Day Care Centre,103 3637 Cambie St,,Vancouver,V5Z 2X3,49.252465,-123.115582,604-872-0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
105,Licensed Group,St. Alban's The Martyr Day Care,7717 - 19Th Avenue,,Burnaby,V3N 1E8,49.223725,-122.939853,604-522-6228,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,http://www.healthspace.ca/fha/childcare,N,N,N
106,Licensed Group,Gladwin Child Care Centre,3145 Gladwin Road,,Abbotsford,V2T 5T4,49.058849,-122.316741,604-853-9084,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/28,http://www.healthspace.ca/fha/childcare,N,N,N
107,Licensed Group,Totem Nursery Preschool,9908 84 St,,Fort St. John,V1J 3G1,56.244729,-120.818001,250-785-7227,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/01,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
108,Licensed Group,Steveston Community Centre - Preschools,4111 Moncton St,,Richmond,V7E 3A8,49.12582,-123.179135,604-238-8088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
109,Licensed Group,Teddy Bear Day Care,806 Cook Street,,Creston,V0B 1G3,49.094502,-116.515838,250-402-0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
110,Licensed Group,Bgccvi - Lantzville Club,7-7221 Lantzville Rd,,Lantzville,V0R 2H0,49.250867,-124.07678,250-390-4001,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/02/09,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
111,Licensed Group,Bgccvi - Fifth Street Child And Family Centre,#20 - 5Th St,,Nanaimo,V9R 1M7,49.155752,-123.93956,250-754-3215,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/02/09,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
112,Licensed Group,Artemis Young Parent Program,3020 Richmond Rd,,Victoria,V8R 4V1,48.445426,-123.326722,250-598-5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
113,Licensed Group,West-Mont School,4075 Metchosin Road,,Victoria,V9C 4A4,48.389975,-123.523129,250-474-2626,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/03/04,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
114,Licensed Group,Lakehill Preschool Co-Op,3821 Cedar Hill X Rd,,Victoria,V8P 2M6,48.463406,-123.338982,250-477-4141,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/10,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
115,Licensed Group,Kensington Preschool,5175 Dumfries Street,,Vancouver,V5P 3A2,49.238279,-123.074156,604-874-4231,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
116,Licensed Group,Almosthome Gordon,935 Goldstream Ave,,Victoria,V9B 2Y2,48.450263,-123.507271,250-590-7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
117,Licensed Group,Kildala Nursery And Out Of School Care,803 Columbia St,,Kitimat,V8C 1V7,54.049741,-128.660932,250-632-8745,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
118,Licensed Group,Burnaby French Language Playschool,6060 Marlborough Ave,,Burnaby,V5H 3L7,49.229781,-122.991466,604-432-1323,,,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Not offered,Not offered,Y,N,Y,N,N,Y,Y,N,N,Y,N,2024/03/16,http://www.healthspace.ca/fha/childcare,N,N,N
119,Licensed Group,Kingsway Christian Children's Centre - Clubhouse,4045 Kingsway,,Burnaby,V5H 1Y9,49.233536,-123.014934,604-437-3393,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Not offered,Include in fee,N,N,N,N,Y,Y,N,N,N,N,N,2024/02/16,http://www.healthspace.ca/fha/childcare,N,Y,N
120,Licensed Group,Kingsway Christian Children's Centre,4061 Kingsway,,Burnaby,V5H 1Z1,49.23303,-123.014259,604-437-3393,,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,N,N,N,N,N,2024/02/16,http://www.healthspace.ca/fha/childcare,N,Y,N
121,Licensed Group,Hilltop Christian Child Care,6749 120 St,,Delta,V4E 2A7,49.125949,-122.891573,604-594-0910,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,Y,2024/03/13,http://www.healthspace.ca/fha/childcare,N,Y,N
122,Licensed Group,New Life Child Care Centre,8868 - 128Th Street,,Surrey,V3V 5M7,49.163754,-122.867804,604-590-6131,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/01,http://www.healthspace.ca/fha/childcare,N,N,N
123,Licensed Group,Mosaic Child Care Centre,2710 Commercial Dr,,Vancouver,V5N 5P4,49.260203,-123.069386,604-254-9626,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/03/14,https://inspections.vcha.ca/ChildCare/Table,N,N,Y
124,Licensed Group,Cordova Bay Preschool,5182 Cordova Bay Rd,,Victoria,V8Y 2K8,48.524931,-123.368897,250-658-3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
125,Licensed Group,Serendipity Child Care Centre,12952 Madeira Park Road,,Madeira Park,V0N 2H0,49.621901,-124.024976,604-883-2316,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,N
126,Licensed Group,Keeginaw Preschool / Keeginaw Kids,10208 95 Ave,,Fort St. John,V1J 1J2,56.241708,-120.851885,250-785-8566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
127,Licensed Group,Cortes Island Playschool,983 Beasley Rd,,Mansons Landing,V0P 1K0,50.059002,-124.979212,250-935-0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
128,Licensed Group,Angel Care,2085 Maple Bay Rd,,Duncan,V9L 5L9,48.782385,-123.672679,250-727-6893,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2024/02/16,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
129,Licensed Group,Port Coquitlam Children's Centre,#50 - 3150 Coast Meridian Road,,Port Coquitlam,V3B 5J8,49.269821,-122.755453,604-941-9206,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/21,http://www.healthspace.ca/fha/childcare,N,Y,N
130,Licensed Group,Margaret Jenkins Osc,1824 Fairfield Road,,Victoria,V8S 1G8,48.415905,-123.329532,250-382-4604,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
131,Licensed Group,Sundance Out Of School Care,1623 Bank Street,,Victoria,V8R 4V5,48.42802,-123.328486,778-677-8813,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
132,Licensed Group,Bcg Okanagan-Webber,2829 Inverness Road,,Kelowna,V4T 1J5,49.830326,-119.651008,250-765-3140,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2023/12/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
133,Licensed Group,Starbright Educare Day Care,15515 - 104A Avenue,,Surrey,V3R 6W5,49.192599,-122.792227,604-583-5756,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,Y,Y,2024/03/16,http://www.healthspace.ca/fha/childcare,N,N,N
134,Licensed Group,Hand In Hand - Early Learning Centre,3154 Clearbrook Rd,,Abbotsford,V2T 4N6,49.058796,-122.337824,604-859-3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
135,Licensed Group,Splats' In Child Care Center,2730 Canyon Rd,,Enderby,V0E 1V3,50.530424,-119.157104,250-838-6404,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
136,Licensed Group,Cowichan Preschool,820 Wharncliffe Rd,,Duncan,V9L 3X9,48.775171,-123.691096,250-748-4112,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
137,Licensed Group,Enderby Preschool Daycare And Kids Club,102 Meadow Cres,,Enderby,V0E 1V0,50.557555,-119.142269,250-838-6676,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2024/03/05,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
138,Licensed Group,Freedom Childcare Centre,A-749 View St,,Victoria,V8W 1J9,48.424975,-123.363159,250-920-9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
139,Licensed Group,Beaver Valley Nursery Centre,1122 Highway 3B,,Montrose,V0G 1P0,49.086075,-117.577393,250-367-7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
140,Licensed Group,Learning For Little People Preschool,120 216 Hastings Ave,,Penticton,V2A 2V6,49.484513,-119.59407,250-493-2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
141,Licensed Group,Armstrong Preschool,3260 Rosedale Avenue,,Armstrong,V0E 1B2,50.441476,-119.20302,250-546-9314,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/14,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
142,Licensed Group,Sandcastle Developmental Preschool,33345 2 Ave,,Mission,V2V 1K4,49.135342,-122.301283,604-826-9080,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,http://www.healthspace.ca/fha/childcare,N,N,N
143,Licensed Group,Highlands Out Of School Care,3150 Colwood Drive,,North Vancouver,V7R 2R6,49.338192,-123.097072,604-985-6958,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,https://inspections.vcha.ca/ChildCare/Table,N,N,N
144,Licensed Group,Cedar Day Care Centre,3950 Columbine Way,,Victoria,V8Z 6G2,48.465013,-123.39666,250-479-2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
145,Licensed Group,Caboose Club,5238 Cordova Bay Rd,,Victoria,V8Y 2L2,48.527419,-123.370056,250-658-0548,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
146,Licensed Group,Sunset Child Care Society,8064 Buscombe Street,,Vancouver,V5X 3S1,49.21171,-123.095077,604-328-3817,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://inspections.vcha.ca/ChildCare/Table,N,N,N
147,Licensed Group,Appledale Children's Centre,6566 Berekoff Rd,,Winlaw,V0G 2J0,49.6426,-117.5365,250-226-7844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
148,Licensed Group,Our Saviour Child Care Centre,6340 No. 4 Rd,,Richmond,V6Y 2S9,49.166723,-123.112608,604-270-0085,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/04,https://inspections.vcha.ca/ChildCare/Table,N,N,N
149,Licensed Group,Cedar Cottage Out Of School Care,4065 Victoria Drive,,Vancouver,V5N 4M9,49.248963,-123.065444,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
150,Licensed Group,Dicken's Out Of School Care,1010 E 17Th Ave,,Vancouver,V5V 0A6,49.254964,-123.082688,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
151,Licensed Group,Beaconsfield Out Of School Care,3663 Penticton Street,,Vancouver,V5N 3C9,49.251966,-123.052684,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
152,Licensed Group,Secord Out Of School Care,2500 Lakewood Drive,,Vancouver,V5N 4V1,49.261737,-123.060735,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
153,Licensed Group,Selkirk Out Of School Care,1750 East 22Nd Avenue,,Vancouver,V5N 2P7,49.24968,-123.068776,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
154,Licensed Group,Poppins Preschool,6470 Victoria Drive,,Vancouver,V5P 3X7,49.225543,-123.065331,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
155,Licensed Group,Queen Alexandra Out Of School Care,1300 East Broadway,,Vancouver,V5N 1V6,49.261875,-123.076458,604-875-9111,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/13,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
156,Licensed Group,West Richmond Kindercare/Junior Out Of School Care,9180 No. 1 Rd,,Richmond,V7E 6L5,49.14686,-123.181249,604-238-8400,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/06,https://inspections.vcha.ca/ChildCare/Table,N,N,N
157,Licensed Group,Gilmore Out Of School Care,8380 Elsmore Rd,,Richmond,V7C 2A1,49.151185,-123.186472,604-238-8400,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/06,https://inspections.vcha.ca/ChildCare/Table,N,N,N
158,Licensed Group,Merry King Preschool,9180 No. 1 Rd,,Richmond,V7E 6L5,49.14686,-123.181249,604-238-8400,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/06,https://inspections.vcha.ca/ChildCare/Table,N,N,N
159,Licensed Group,Kamloops United Church Preschool,421 St Paul Street,,Kamloops,V2C 2J7,50.67388,-120.331441,250-372-1043,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/02/26,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N
160,Licensed Group,Lynn Valley Parent Participation Preschool,3220 Mountain Highway,,North Vancouver,V7K 2H5,49.338328,-123.037197,604-985-5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
161,Licensed Group,Our Lady Of Perpetual Help Junior Kindergarten,2550 Camosun Street,,Vancouver,V6R 3W6,49.264135,-123.196179,604-221-0002,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/02,https://inspections.vcha.ca/ChildCare/Table,N,N,N
162,Licensed Group,Sunshine Playschool,260 South Dogwod St,,Campbell River,V9W 6Y7,50.002051,-125.247556,250-287-8835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
163,Licensed Group,Pomme D'api Preschool,2190 E 44,,Vancouver,V5P 1N2,49.2303,-123.062596,604-877-1122,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,https://inspections.vcha.ca/ChildCare/Table,N,N,N
164,Licensed Group,Northern Baby Bear Daycare Inc.,9304  86 St,,Fort St. John,V1J 6L9,56.239882,-120.821883,250-785-0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
165,Licensed Group,Little Sprout Preschool,870 Denman St,,Vancouver,V6G 2L8,49.289913,-123.136242,604-257-8464,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/01,https://inspections.vcha.ca/ChildCare/Table,N,N,N
166,Licensed Group,Gatehouse Montessori Preschool - Class 1 2 & 3,1305 Taylor Way,,West Vancouver,V7T 2Y7,49.336752,-123.135759,604-925-1437,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/10,https://inspections.vcha.ca/ChildCare/Table,N,N,N
167,Licensed Group,St. Casimir's Day Care Centre,4255 Inverness Str,,Vancouver,V5V 4W9,49.246948,-123.080151,604-876-1156,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/05,https://inspections.vcha.ca/ChildCare/Table,N,N,N
168,Licensed Group,Kitsilano Area Childcare Centre,2041 West 6Th Avenue,,Vancouver,V6J 1R8,49.266642,-123.151549,604-732-6327,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,N
